(33" WAIST / 34)" LEG)
36 (FR) - T. 34 (DE)
37.5 (FR) - 6.5 (US)
38 (FR) - T. 36 (DE)
38.5 (FR) - 6.5 (US)
39.5 (FR) - 6.5 (US)
40 (FR) - T. 38 (DE)
40-42 (FR) - 31 (US)
40.5 (FR) - 7.5 (US)
41.5 (FR) - 9.5 (US)
42 (FR) - T. 40 (DE)
42.5 (FR) - 10.5 (US)
42.5 (FR) - 9.5 (US)
43.5 (FR) - 9.5 (US)
44 (FR) - T. 42 (DE)
44.5 (FR) - 10.5 (US)
46 (FR) - T. 44 (DE)
48.5 (FR) - 13.5 (US)
0-3 mois - jusqu'à 62 cm
0/3 mois  (FR) - 50/56 cm
02.5 (US) - 34.5 (FR)
0217931.00.10-2999#OneSize
0217932.00.10-2572#OneSize
0217984.90.10-6740#OneSize
0218063.00.12-6734#OneSize
0218063.00.12-8354#OneSize
0218149.00.12-2503#OneSize
0218149.00.12-6576#OneSize
03.5 (US) - 35.5 (FR)
06332T-BLUE/GREY#40/45
06335T-ATLANTIC BLUE#40/45
06336T-BLUE/GREY#40/45
07/04/2018-53 Pack Ski Baby
1 - Tour de mollet 29-33 cm (FR)
1,5 ans - 88/93 cm (FR) - 2/2T (US)
1,5/2 ans - 88/93 cm (FR) - 2/2T (US)
1,5/3 ans (FR) - 2/4T (US)
10 - Hauteur 170-175 cm
10 ans - stature : 135-140 cm
10,5 (US) - 40,5 (FR)
10,5 (US) - 42.5 (FR)
10,5 (US) - 44.5 (FR)
10,5 - tour de paume: 28,4 cm
10,5(DE)|4513(FR)|11(US) (EU)
10-12 ans - 135-147 cm
10.5 (UK) - 44.5 (FR)
10.5 (US) - 28.5 (FR)
10.5 (US) - 42.5 (FR)
10.5 (US) - 43.5 (FR)
10.5 (US) - 44.5 (FR)
10.5B (US) - 42.5 Largeur B : étroit (FR)
10.5B (US) - 42.5 Largeur B étroit (FR)
10.5B (US) - 44.5 Largeur B étroit (FR)
10.5D (US) - 44.5  Largeur D standard (FR)
10/11 ans - 140-146 cm (FR)
10/11 ans - 150-155 cm (FR) - 14 (US)
10/12 ans  (FR) - 146/152 cm
100 - tour de taille : 98/101 cm / longueur : 79 c
100 cm longueur - T. 38 (FR)
100A  (FR) - 85A (DE)
100B  (FR) - 85B (DE)
100C  (FR) - 85C (DE)
100D  (FR) - 85D (DE)
100E  (FR) - 85E (DE)
100F  (FR) - 85F (DE)
100G  (FR) - 85G (DE)
104 - tour de taille : 102/105 cm / longueur : 79
105 cm longueur - T. 40 (FR)
105B  (FR) - 90B (DE)
105C  (FR) - 90C (DE)
105D  (FR) - 90D (DE)
105F  (FR) - 90F (DE)
105G  (FR) - 90G (DE)
108 - tour de taille : 106/108 cm / longueur : 79
10B (US) - 41.5 Largeur B : étroit (FR)
10B (US) - 41.5 Largeur B étroit (FR)
10B (US) - 44 Largeur B étroit (FR)
10D (US) - 44  Largeur D standard (FR)
11 - Circonférence main : 28,5 cm
11 -tour de paume: 29,7 cm
